entry,exit,total_return,annualized,max_dd,trades,win_rate,calmar
双均线金叉/唐奇安突破/MACD金叉,移动止盈/双均线死叉,0.93,0.09,-37.57,41,36.59,0.0
双均线金叉/唐奇安突破/MACD金叉,移动止盈&双均线死叉,44.34,3.5,-51.69,16,37.5,0.07
双均线金叉/唐奇安突破/MACD金叉,唐奇安下轨/双均线死叉,32.78,2.69,-18.06,42,42.86,0.15
双均线金叉/唐奇安突破/MACD金叉,唐奇安下轨&双均线死叉,66.66,4.91,-53.41,26,26.92,0.09
双均线金叉/唐奇安突破/MACD金叉,跌破均线/吊灯ATR/移动止盈,52.37,4.03,-35.06,37,40.54,0.11
双均线金叉/唐奇安突破/MACD金叉,跌破均线&吊灯ATR&移动止盈,24.12,2.05,-49.11,16,43.75,0.04
双均线金叉/唐奇安突破/MACD金叉,跌破均线/吊灯ATR/唐奇安下轨,52.37,4.03,-35.06,37,40.54,0.11
双均线金叉/唐奇安突破/MACD金叉,跌破均线&吊灯ATR&唐奇安下轨,72.74,5.26,-34.23,27,40.74,0.15
双均线金叉/唐奇安突破/MACD金叉,跌破均线/吊灯ATR/双均线死叉,40.39,3.23,-16.4,43,46.51,0.2
双均线金叉/唐奇安突破/MACD金叉,跌破均线&吊灯ATR&双均线死叉,57.91,4.38,-54.9,25,32.0,0.08
双均线金叉/唐奇安突破/MACD金叉,跌破均线/移动止盈/唐奇安下轨,54.5,4.16,-35.06,37,40.54,0.12
双均线金叉/唐奇安突破/MACD金叉,跌破均线&移动止盈&唐奇安下轨,18.85,1.63,-50.09,16,43.75,0.03
双均线金叉/唐奇安突破/MACD金叉,跌破均线/移动止盈/双均线死叉,40.39,3.23,-16.4,43,46.51,0.2
双均线金叉/唐奇安突破/MACD金叉,跌破均线&移动止盈&双均线死叉,32.54,2.68,-56.22,15,33.33,0.05
双均线金叉/唐奇安突破/MACD金叉,跌破均线/唐奇安下轨/双均线死叉,40.39,3.23,-16.4,43,46.51,0.2
双均线金叉/唐奇安突破/MACD金叉,跌破均线&唐奇安下轨&双均线死叉,66.66,4.91,-53.41,26,26.92,0.09
双均线金叉/唐奇安突破/MACD金叉,吊灯ATR/移动止盈/唐奇安下轨,76.3,5.46,-34.65,32,37.5,0.16
双均线金叉/唐奇安突破/MACD金叉,吊灯ATR&移动止盈&唐奇安下轨,18.85,1.63,-50.09,16,43.75,0.03
双均线金叉/唐奇安突破/MACD金叉,吊灯ATR/移动止盈/双均线死叉,49.8,3.86,-13.64,41,43.9,0.28
双均线金叉/唐奇安突破/MACD金叉,吊灯ATR&移动止盈&双均线死叉,44.34,3.5,-51.69,16,37.5,0.07
双均线金叉/唐奇安突破/MACD金叉,吊灯ATR/唐奇安下轨/双均线死叉,34.35,2.81,-18.06,42,45.24,0.16
双均线金叉/唐奇安突破/MACD金叉,吊灯ATR&唐奇安下轨&双均线死叉,48.01,3.74,-55.56,23,26.09,0.07
双均线金叉/唐奇安突破/MACD金叉,移动止盈/唐奇安下轨/双均线死叉,32.78,2.69,-18.06,42,42.86,0.15
双均线金叉/唐奇安突破/MACD金叉,移动止盈&唐奇安下轨&双均线死叉,30.74,2.54,-56.93,14,35.71,0.04
双均线金叉/唐奇安突破/MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,52.37,4.03,-35.06,37,40.54,0.11
双均线金叉/唐奇安突破/MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,18.85,1.63,-50.09,16,43.75,0.03
双均线金叉/唐奇安突破/MACD金叉,跌破均线/吊灯ATR/移动止盈/双均线死叉,40.39,3.23,-16.4,43,46.51,0.2
双均线金叉/唐奇安突破/MACD金叉,跌破均线&吊灯ATR&移动止盈&双均线死叉,32.54,2.68,-56.22,15,33.33,0.05
双均线金叉/唐奇安突破/MACD金叉,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,40.39,3.23,-16.4,43,46.51,0.2
双均线金叉/唐奇安突破/MACD金叉,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,48.01,3.74,-55.56,23,26.09,0.07
双均线金叉/唐奇安突破/MACD金叉,跌破均线/移动止盈/唐奇安下轨/双均线死叉,40.39,3.23,-16.4,43,46.51,0.2
双均线金叉/唐奇安突破/MACD金叉,跌破均线&移动止盈&唐奇安下轨&双均线死叉,30.74,2.54,-56.93,14,35.71,0.04
双均线金叉/唐奇安突破/MACD金叉,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,34.35,2.81,-18.06,42,45.24,0.16
双均线金叉/唐奇安突破/MACD金叉,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,30.74,2.54,-56.93,14,35.71,0.04
双均线金叉/唐奇安突破/MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,40.39,3.23,-16.4,43,46.51,0.2
双均线金叉/唐奇安突破/MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,30.74,2.54,-56.93,14,35.71,0.04
双均线金叉&唐奇安突破&MACD金叉,跌破均线,-0.46,-0.04,-24.25,26,30.77,-0.0
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR,-18.82,-1.94,-28.8,21,19.05,-0.07
双均线金叉&唐奇安突破&MACD金叉,移动止盈,-28.41,-3.08,-40.04,11,27.27,-0.08
双均线金叉&唐奇安突破&MACD金叉,唐奇安下轨,-2.29,-0.22,-23.06,21,28.57,-0.01
双均线金叉&唐奇安突破&MACD金叉,双均线死叉,9.85,0.88,-39.01,8,37.5,0.02
双均线金叉&唐奇安突破&MACD金叉,跌破均线/吊灯ATR,-8.34,-0.81,-23.89,27,29.63,-0.03
双均线金叉&唐奇安突破&MACD金叉,跌破均线&吊灯ATR,-11.83,-1.17,-28.8,20,20.0,-0.04
双均线金叉&唐奇安突破&MACD金叉,跌破均线/移动止盈,-0.46,-0.04,-24.25,26,30.77,-0.0
双均线金叉&唐奇安突破&MACD金叉,跌破均线&移动止盈,-28.41,-3.08,-40.04,11,27.27,-0.08
双均线金叉&唐奇安突破&MACD金叉,跌破均线/唐奇安下轨,-0.46,-0.04,-24.25,26,30.77,-0.0
双均线金叉&唐奇安突破&MACD金叉,跌破均线&唐奇安下轨,-2.29,-0.22,-23.06,21,28.57,-0.01
双均线金叉&唐奇安突破&MACD金叉,跌破均线/双均线死叉,-0.46,-0.04,-24.25,26,30.77,-0.0
双均线金叉&唐奇安突破&MACD金叉,跌破均线&双均线死叉,13.98,1.23,-36.02,7,42.86,0.03
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR/移动止盈,-18.82,-1.94,-28.8,21,19.05,-0.07
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR&移动止盈,-28.41,-3.08,-40.04,11,27.27,-0.08
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR/唐奇安下轨,-18.3,-1.88,-29.23,25,24.0,-0.06
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR&唐奇安下轨,-2.91,-0.28,-28.83,17,23.53,-0.01
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR/双均线死叉,-22.62,-2.37,-31.58,22,18.18,-0.08
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR&双均线死叉,9.85,0.88,-39.01,8,37.5,0.02
双均线金叉&唐奇安突破&MACD金叉,移动止盈/唐奇安下轨,-2.29,-0.22,-23.06,21,28.57,-0.01
双均线金叉&唐奇安突破&MACD金叉,移动止盈&唐奇安下轨,-28.15,-3.05,-39.82,11,27.27,-0.08
双均线金叉&唐奇安突破&MACD金叉,移动止盈/双均线死叉,-29.71,-3.25,-41.13,13,23.08,-0.08
双均线金叉&唐奇安突破&MACD金叉,移动止盈&双均线死叉,23.9,2.03,-37.4,6,33.33,0.05
双均线金叉&唐奇安突破&MACD金叉,唐奇安下轨/双均线死叉,-2.29,-0.22,-23.06,21,28.57,-0.01
双均线金叉&唐奇安突破&MACD金叉,唐奇安下轨&双均线死叉,18.16,1.58,-34.05,6,33.33,0.05
双均线金叉&唐奇安突破&MACD金叉,跌破均线/吊灯ATR/移动止盈,-8.34,-0.81,-23.89,27,29.63,-0.03
双均线金叉&唐奇安突破&MACD金叉,跌破均线&吊灯ATR&移动止盈,-28.41,-3.08,-40.04,11,27.27,-0.08
双均线金叉&唐奇安突破&MACD金叉,跌破均线/吊灯ATR/唐奇安下轨,-8.34,-0.81,-23.89,27,29.63,-0.03
双均线金叉&唐奇安突破&MACD金叉,跌破均线&吊灯ATR&唐奇安下轨,-2.91,-0.28,-28.83,17,23.53,-0.01
双均线金叉&唐奇安突破&MACD金叉,跌破均线/吊灯ATR/双均线死叉,-8.34,-0.81,-23.89,27,29.63,-0.03
双均线金叉&唐奇安突破&MACD金叉,跌破均线&吊灯ATR&双均线死叉,13.98,1.23,-36.02,7,42.86,0.03
双均线金叉&唐奇安突破&MACD金叉,跌破均线/移动止盈/唐奇安下轨,-0.46,-0.04,-24.25,26,30.77,-0.0
双均线金叉&唐奇安突破&MACD金叉,跌破均线&移动止盈&唐奇安下轨,-28.15,-3.05,-39.82,11,27.27,-0.08
双均线金叉&唐奇安突破&MACD金叉,跌破均线/移动止盈/双均线死叉,-0.46,-0.04,-24.25,26,30.77,-0.0
双均线金叉&唐奇安突破&MACD金叉,跌破均线&移动止盈&双均线死叉,21.22,1.82,-38.75,6,33.33,0.05
双均线金叉&唐奇安突破&MACD金叉,跌破均线/唐奇安下轨/双均线死叉,-0.46,-0.04,-24.25,26,30.77,-0.0
双均线金叉&唐奇安突破&MACD金叉,跌破均线&唐奇安下轨&双均线死叉,18.16,1.58,-34.05,6,33.33,0.05
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR/移动止盈/唐奇安下轨,-18.3,-1.88,-29.23,25,24.0,-0.06
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR&移动止盈&唐奇安下轨,-28.15,-3.05,-39.82,11,27.27,-0.08
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR/移动止盈/双均线死叉,-22.62,-2.37,-31.58,22,18.18,-0.08
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR&移动止盈&双均线死叉,23.9,2.03,-37.4,6,33.33,0.05
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR/唐奇安下轨/双均线死叉,-18.3,-1.88,-29.23,25,24.0,-0.06
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR&唐奇安下轨&双均线死叉,18.16,1.58,-34.05,6,33.33,0.05
双均线金叉&唐奇安突破&MACD金叉,移动止盈/唐奇安下轨/双均线死叉,-2.29,-0.22,-23.06,21,28.57,-0.01
双均线金叉&唐奇安突破&MACD金叉,移动止盈&唐奇安下轨&双均线死叉,26.08,2.2,-35.6,5,40.0,0.06
双均线金叉&唐奇安突破&MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,-8.34,-0.81,-23.89,27,29.63,-0.03
双均线金叉&唐奇安突破&MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,-28.15,-3.05,-39.82,11,27.27,-0.08
双均线金叉&唐奇安突破&MACD金叉,跌破均线/吊灯ATR/移动止盈/双均线死叉,-8.34,-0.81,-23.89,27,29.63,-0.03
双均线金叉&唐奇安突破&MACD金叉,跌破均线&吊灯ATR&移动止盈&双均线死叉,21.22,1.82,-38.75,6,33.33,0.05
双均线金叉&唐奇安突破&MACD金叉,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,-8.34,-0.81,-23.89,27,29.63,-0.03
双均线金叉&唐奇安突破&MACD金叉,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,18.16,1.58,-34.05,6,33.33,0.05
双均线金叉&唐奇安突破&MACD金叉,跌破均线/移动止盈/唐奇安下轨/双均线死叉,-0.46,-0.04,-24.25,26,30.77,-0.0
双均线金叉&唐奇安突破&MACD金叉,跌破均线&移动止盈&唐奇安下轨&双均线死叉,26.08,2.2,-35.6,5,40.0,0.06
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-18.3,-1.88,-29.23,25,24.0,-0.06
双均线金叉&唐奇安突破&MACD金叉,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,26.08,2.2,-35.6,5,40.0,0.06
双均线金叉&唐奇安突破&MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-8.34,-0.81,-23.89,27,29.63,-0.03
双均线金叉&唐奇安突破&MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,26.08,2.2,-35.6,5,40.0,0.06
双均线金叉/唐奇安突破/量价突破,跌破均线,105.95,7.01,-24.52,30,43.33,0.29
双均线金叉/唐奇安突破/量价突破,吊灯ATR,90.33,6.22,-29.58,25,44.0,0.21
双均线金叉/唐奇安突破/量价突破,移动止盈,38.89,3.13,-39.35,15,46.67,0.08
双均线金叉/唐奇安突破/量价突破,唐奇安下轨,84.8,5.93,-31.76,26,34.62,0.19
双均线金叉/唐奇安突破/量价突破,双均线死叉,43.96,3.47,-48.66,66,48.48,0.07
双均线金叉/唐奇安突破/量价突破,跌破均线/吊灯ATR,100.81,6.75,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破/量价突破,跌破均线&吊灯ATR,99.0,6.66,-29.58,24,41.67,0.23
双均线金叉/唐奇安突破/量价突破,跌破均线/移动止盈,103.61,6.89,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破/量价突破,跌破均线&移动止盈,47.93,3.74,-39.35,14,50.0,0.1
双均线金叉/唐奇安突破/量价突破,跌破均线/唐奇安下轨,105.95,7.01,-24.52,30,43.33,0.29
双均线金叉/唐奇安突破/量价突破,跌破均线&唐奇安下轨,84.8,5.93,-31.76,26,34.62,0.19
双均线金叉/唐奇安突破/量价突破,跌破均线/双均线死叉,70.9,5.15,-11.58,68,51.47,0.44
双均线金叉/唐奇安突破/量价突破,跌破均线&双均线死叉,87.38,6.06,-48.66,26,34.62,0.12
双均线金叉/唐奇安突破/量价突破,吊灯ATR/移动止盈,90.33,6.22,-29.58,25,44.0,0.21
双均线金叉/唐奇安突破/量价突破,吊灯ATR&移动止盈,38.89,3.13,-39.35,15,46.67,0.08
双均线金叉/唐奇安突破/量价突破,吊灯ATR/唐奇安下轨,81.16,5.73,-31.76,27,37.04,0.18
双均线金叉/唐奇安突破/量价突破,吊灯ATR&唐奇安下轨,81.83,5.77,-32.97,24,41.67,0.18
双均线金叉/唐奇安突破/量价突破,吊灯ATR/双均线死叉,66.92,4.92,-14.96,67,50.75,0.33
双均线金叉/唐奇安突破/量价突破,吊灯ATR&双均线死叉,61.55,4.6,-54.76,25,32.0,0.08
双均线金叉/唐奇安突破/量价突破,移动止盈/唐奇安下轨,77.72,5.54,-31.76,27,33.33,0.17
双均线金叉/唐奇安突破/量价突破,移动止盈&唐奇安下轨,41.64,3.32,-40.52,14,50.0,0.08
双均线金叉/唐奇安突破/量价突破,移动止盈/双均线死叉,24.79,2.1,-34.54,67,46.27,0.06
双均线金叉/唐奇安突破/量价突破,移动止盈&双均线死叉,53.42,4.09,-51.81,15,40.0,0.08
双均线金叉/唐奇安突破/量价突破,唐奇安下轨/双均线死叉,54.96,4.19,-15.56,67,49.25,0.27
双均线金叉/唐奇安突破/量价突破,唐奇安下轨&双均线死叉,79.96,5.66,-50.22,21,23.81,0.11
双均线金叉/唐奇安突破/量价突破,跌破均线/吊灯ATR/移动止盈,100.81,6.75,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破/量价突破,跌破均线&吊灯ATR&移动止盈,47.93,3.74,-39.35,14,50.0,0.1
双均线金叉/唐奇安突破/量价突破,跌破均线/吊灯ATR/唐奇安下轨,100.81,6.75,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破/量价突破,跌破均线&吊灯ATR&唐奇安下轨,81.83,5.77,-32.97,24,41.67,0.18
双均线金叉/唐奇安突破/量价突破,跌破均线/吊灯ATR/双均线死叉,60.61,4.54,-11.58,68,51.47,0.39
双均线金叉/唐奇安突破/量价突破,跌破均线&吊灯ATR&双均线死叉,68.19,4.99,-54.04,22,31.82,0.09
双均线金叉/唐奇安突破/量价突破,跌破均线/移动止盈/唐奇安下轨,103.61,6.89,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破/量价突破,跌破均线&移动止盈&唐奇安下轨,41.64,3.32,-40.52,14,50.0,0.08
双均线金叉/唐奇安突破/量价突破,跌破均线/移动止盈/双均线死叉,70.9,5.15,-11.58,68,51.47,0.44
双均线金叉/唐奇安突破/量价突破,跌破均线&移动止盈&双均线死叉,62.22,4.64,-51.04,13,38.46,0.09
双均线金叉/唐奇安突破/量价突破,跌破均线/唐奇安下轨/双均线死叉,70.9,5.15,-11.58,68,51.47,0.44
双均线金叉/唐奇安突破/量价突破,跌破均线&唐奇安下轨&双均线死叉,79.96,5.66,-50.22,21,23.81,0.11
双均线金叉/唐奇安突破/量价突破,吊灯ATR/移动止盈/唐奇安下轨,81.16,5.73,-31.76,27,37.04,0.18
双均线金叉/唐奇安突破/量价突破,吊灯ATR&移动止盈&唐奇安下轨,41.64,3.32,-40.52,14,50.0,0.08
双均线金叉/唐奇安突破/量价突破,吊灯ATR/移动止盈/双均线死叉,66.92,4.92,-14.96,67,50.75,0.33
双均线金叉/唐奇安突破/量价突破,吊灯ATR&移动止盈&双均线死叉,53.42,4.09,-51.81,15,40.0,0.08
双均线金叉/唐奇安突破/量价突破,吊灯ATR/唐奇安下轨/双均线死叉,49.75,3.86,-15.56,67,50.75,0.25
双均线金叉/唐奇安突破/量价突破,吊灯ATR&唐奇安下轨&双均线死叉,61.17,4.58,-54.38,20,25.0,0.08
双均线金叉/唐奇安突破/量价突破,移动止盈/唐奇安下轨/双均线死叉,54.96,4.19,-15.56,67,49.25,0.27
双均线金叉/唐奇安突破/量价突破,移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉/唐奇安突破/量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,100.81,6.75,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破/量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,41.64,3.32,-40.52,14,50.0,0.08
双均线金叉/唐奇安突破/量价突破,跌破均线/吊灯ATR/移动止盈/双均线死叉,60.61,4.54,-11.58,68,51.47,0.39
双均线金叉/唐奇安突破/量价突破,跌破均线&吊灯ATR&移动止盈&双均线死叉,62.22,4.64,-51.04,13,38.46,0.09
双均线金叉/唐奇安突破/量价突破,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,60.61,4.54,-11.58,68,51.47,0.39
双均线金叉/唐奇安突破/量价突破,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,61.17,4.58,-54.38,20,25.0,0.08
双均线金叉/唐奇安突破/量价突破,跌破均线/移动止盈/唐奇安下轨/双均线死叉,70.9,5.15,-11.58,68,51.47,0.44
双均线金叉/唐奇安突破/量价突破,跌破均线&移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉/唐奇安突破/量价突破,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,49.75,3.86,-15.56,67,50.75,0.25
双均线金叉/唐奇安突破/量价突破,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉/唐奇安突破/量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,60.61,4.54,-11.58,68,51.47,0.39
双均线金叉/唐奇安突破/量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉&唐奇安突破&量价突破,跌破均线,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&量价突破,吊灯ATR,-13.58,-1.36,-18.61,4,25.0,-0.07
双均线金叉&唐奇安突破&量价突破,移动止盈,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&量价突破,唐奇安下轨,-2.76,-0.26,-12.36,4,50.0,-0.02
双均线金叉&唐奇安突破&量价突破,双均线死叉,45.14,3.55,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&量价突破,跌破均线/吊灯ATR,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&吊灯ATR,-13.99,-1.4,-18.68,4,0.0,-0.07
双均线金叉&唐奇安突破&量价突破,跌破均线/移动止盈,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&移动止盈,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线/唐奇安下轨,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&唐奇安下轨,-2.76,-0.26,-12.36,4,50.0,-0.02
双均线金叉&唐奇安突破&量价突破,跌破均线/双均线死叉,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&双均线死叉,46.77,3.66,-18.26,1,100.0,0.2
双均线金叉&唐奇安突破&量价突破,吊灯ATR/移动止盈,-13.58,-1.36,-18.61,4,25.0,-0.07
双均线金叉&唐奇安突破&量价突破,吊灯ATR&移动止盈,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&量价突破,吊灯ATR/唐奇安下轨,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,吊灯ATR&唐奇安下轨,-12.87,-1.28,-19.76,4,25.0,-0.06
双均线金叉&唐奇安突破&量价突破,吊灯ATR/双均线死叉,-13.58,-1.36,-18.61,4,25.0,-0.07
双均线金叉&唐奇安突破&量价突破,吊灯ATR&双均线死叉,45.14,3.55,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&量价突破,移动止盈/唐奇安下轨,-2.76,-0.26,-12.36,4,50.0,-0.02
双均线金叉&唐奇安突破&量价突破,移动止盈&唐奇安下轨,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&量价突破,移动止盈/双均线死叉,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&量价突破,移动止盈&双均线死叉,45.14,3.55,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&量价突破,唐奇安下轨/双均线死叉,-2.76,-0.26,-12.36,4,50.0,-0.02
双均线金叉&唐奇安突破&量价突破,唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉&唐奇安突破&量价突破,跌破均线/吊灯ATR/移动止盈,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&吊灯ATR&移动止盈,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线/吊灯ATR/唐奇安下轨,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&吊灯ATR&唐奇安下轨,-12.87,-1.28,-19.76,4,25.0,-0.06
双均线金叉&唐奇安突破&量价突破,跌破均线/吊灯ATR/双均线死叉,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&吊灯ATR&双均线死叉,46.77,3.66,-18.26,1,100.0,0.2
双均线金叉&唐奇安突破&量价突破,跌破均线/移动止盈/唐奇安下轨,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&移动止盈&唐奇安下轨,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线/移动止盈/双均线死叉,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&移动止盈&双均线死叉,44.4,3.5,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&量价突破,跌破均线/唐奇安下轨/双均线死叉,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉&唐奇安突破&量价突破,吊灯ATR/移动止盈/唐奇安下轨,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,吊灯ATR&移动止盈&唐奇安下轨,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&量价突破,吊灯ATR/移动止盈/双均线死叉,-13.58,-1.36,-18.61,4,25.0,-0.07
双均线金叉&唐奇安突破&量价突破,吊灯ATR&移动止盈&双均线死叉,45.14,3.55,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&量价突破,吊灯ATR/唐奇安下轨/双均线死叉,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,吊灯ATR&唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉&唐奇安突破&量价突破,移动止盈/唐奇安下轨/双均线死叉,-2.76,-0.26,-12.36,4,50.0,-0.02
双均线金叉&唐奇安突破&量价突破,移动止盈&唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉&唐奇安突破&量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线/吊灯ATR/移动止盈/双均线死叉,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&吊灯ATR&移动止盈&双均线死叉,44.4,3.5,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&量价突破,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉&唐奇安突破&量价突破,跌破均线/移动止盈/唐奇安下轨/双均线死叉,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&移动止盈&唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉&唐奇安突破&量价突破,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉&唐奇安突破&量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉/均线多头排列/MACD金叉,跌破均线,36.24,2.94,-32.79,35,40.0,0.09
双均线金叉/均线多头排列/MACD金叉,吊灯ATR,74.19,5.34,-25.13,27,44.44,0.21
双均线金叉/均线多头排列/MACD金叉,移动止盈,15.9,1.39,-42.96,16,43.75,0.03
双均线金叉/均线多头排列/MACD金叉,唐奇安下轨,67.08,4.93,-31.78,30,36.67,0.16
双均线金叉/均线多头排列/MACD金叉,双均线死叉,-18.22,-1.87,-48.66,38,44.74,-0.04
双均线金叉/均线多头排列/MACD金叉,跌破均线/吊灯ATR,32.84,2.7,-32.79,36,41.67,0.08
双均线金叉/均线多头排列/MACD金叉,跌破均线&吊灯ATR,82.13,5.78,-25.13,26,42.31,0.23
双均线金叉/均线多头排列/MACD金叉,跌破均线/移动止盈,34.69,2.83,-32.79,36,41.67,0.09
