entry,exit,total_return,annualized,max_dd,trades,win_rate,calmar
量价突破,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,83.08,5.83,-18.53,4,75.0,0.31
量价突破,跌破均线/移动止盈/唐奇安下轨/双均线死叉,16.46,1.44,-11.2,11,45.45,0.13
量价突破,跌破均线&移动止盈&唐奇安下轨&双均线死叉,72.39,5.24,-20.72,4,75.0,0.25
量价突破,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,17.01,1.48,-11.11,11,54.55,0.13
量价突破,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,72.39,5.24,-20.72,4,75.0,0.25
量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,17.01,1.48,-11.11,11,54.55,0.13
量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,72.39,5.24,-20.72,4,75.0,0.25
双均线金叉/唐奇安突破,跌破均线,105.95,7.01,-24.52,30,43.33,0.29
双均线金叉/唐奇安突破,吊灯ATR,90.33,6.22,-29.58,25,44.0,0.21
双均线金叉/唐奇安突破,移动止盈,38.89,3.13,-39.35,15,46.67,0.08
双均线金叉/唐奇安突破,唐奇安下轨,84.8,5.93,-31.76,26,34.62,0.19
双均线金叉/唐奇安突破,双均线死叉,43.96,3.47,-48.66,66,48.48,0.07
双均线金叉/唐奇安突破,跌破均线/吊灯ATR,100.81,6.75,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破,跌破均线&吊灯ATR,99.0,6.66,-29.58,24,41.67,0.23
双均线金叉/唐奇安突破,跌破均线/移动止盈,103.61,6.89,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破,跌破均线&移动止盈,47.93,3.74,-39.35,14,50.0,0.1
双均线金叉/唐奇安突破,跌破均线/唐奇安下轨,105.95,7.01,-24.52,30,43.33,0.29
双均线金叉/唐奇安突破,跌破均线&唐奇安下轨,84.8,5.93,-31.76,26,34.62,0.19
双均线金叉/唐奇安突破,跌破均线/双均线死叉,70.9,5.15,-11.58,68,51.47,0.44
双均线金叉/唐奇安突破,跌破均线&双均线死叉,87.38,6.06,-48.66,26,34.62,0.12
双均线金叉/唐奇安突破,吊灯ATR/移动止盈,90.33,6.22,-29.58,25,44.0,0.21
双均线金叉/唐奇安突破,吊灯ATR&移动止盈,38.89,3.13,-39.35,15,46.67,0.08
双均线金叉/唐奇安突破,吊灯ATR/唐奇安下轨,81.16,5.73,-31.76,27,37.04,0.18
双均线金叉/唐奇安突破,吊灯ATR&唐奇安下轨,81.83,5.77,-32.97,24,41.67,0.18
双均线金叉/唐奇安突破,吊灯ATR/双均线死叉,66.92,4.92,-14.96,67,50.75,0.33
双均线金叉/唐奇安突破,吊灯ATR&双均线死叉,61.55,4.6,-54.76,25,32.0,0.08
双均线金叉/唐奇安突破,移动止盈/唐奇安下轨,77.72,5.54,-31.76,27,33.33,0.17
双均线金叉/唐奇安突破,移动止盈&唐奇安下轨,41.64,3.32,-40.52,14,50.0,0.08
双均线金叉/唐奇安突破,移动止盈/双均线死叉,24.79,2.1,-34.54,67,46.27,0.06
双均线金叉/唐奇安突破,移动止盈&双均线死叉,53.42,4.09,-51.81,15,40.0,0.08
双均线金叉/唐奇安突破,唐奇安下轨/双均线死叉,54.96,4.19,-15.56,67,49.25,0.27
双均线金叉/唐奇安突破,唐奇安下轨&双均线死叉,79.96,5.66,-50.22,21,23.81,0.11
双均线金叉/唐奇安突破,跌破均线/吊灯ATR/移动止盈,100.81,6.75,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破,跌破均线&吊灯ATR&移动止盈,47.93,3.74,-39.35,14,50.0,0.1
双均线金叉/唐奇安突破,跌破均线/吊灯ATR/唐奇安下轨,100.81,6.75,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破,跌破均线&吊灯ATR&唐奇安下轨,81.83,5.77,-32.97,24,41.67,0.18
双均线金叉/唐奇安突破,跌破均线/吊灯ATR/双均线死叉,60.61,4.54,-11.58,68,51.47,0.39
双均线金叉/唐奇安突破,跌破均线&吊灯ATR&双均线死叉,68.19,4.99,-54.04,22,31.82,0.09
双均线金叉/唐奇安突破,跌破均线/移动止盈/唐奇安下轨,103.61,6.89,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破,跌破均线&移动止盈&唐奇安下轨,41.64,3.32,-40.52,14,50.0,0.08
双均线金叉/唐奇安突破,跌破均线/移动止盈/双均线死叉,70.9,5.15,-11.58,68,51.47,0.44
双均线金叉/唐奇安突破,跌破均线&移动止盈&双均线死叉,62.22,4.64,-51.04,13,38.46,0.09
双均线金叉/唐奇安突破,跌破均线/唐奇安下轨/双均线死叉,70.9,5.15,-11.58,68,51.47,0.44
双均线金叉/唐奇安突破,跌破均线&唐奇安下轨&双均线死叉,79.96,5.66,-50.22,21,23.81,0.11
双均线金叉/唐奇安突破,吊灯ATR/移动止盈/唐奇安下轨,81.16,5.73,-31.76,27,37.04,0.18
双均线金叉/唐奇安突破,吊灯ATR&移动止盈&唐奇安下轨,41.64,3.32,-40.52,14,50.0,0.08
双均线金叉/唐奇安突破,吊灯ATR/移动止盈/双均线死叉,66.92,4.92,-14.96,67,50.75,0.33
双均线金叉/唐奇安突破,吊灯ATR&移动止盈&双均线死叉,53.42,4.09,-51.81,15,40.0,0.08
双均线金叉/唐奇安突破,吊灯ATR/唐奇安下轨/双均线死叉,49.75,3.86,-15.56,67,50.75,0.25
双均线金叉/唐奇安突破,吊灯ATR&唐奇安下轨&双均线死叉,61.17,4.58,-54.38,20,25.0,0.08
双均线金叉/唐奇安突破,移动止盈/唐奇安下轨/双均线死叉,54.96,4.19,-15.56,67,49.25,0.27
双均线金叉/唐奇安突破,移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉/唐奇安突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,100.81,6.75,-24.52,31,45.16,0.28
双均线金叉/唐奇安突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,41.64,3.32,-40.52,14,50.0,0.08
双均线金叉/唐奇安突破,跌破均线/吊灯ATR/移动止盈/双均线死叉,60.61,4.54,-11.58,68,51.47,0.39
双均线金叉/唐奇安突破,跌破均线&吊灯ATR&移动止盈&双均线死叉,62.22,4.64,-51.04,13,38.46,0.09
双均线金叉/唐奇安突破,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,60.61,4.54,-11.58,68,51.47,0.39
双均线金叉/唐奇安突破,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,61.17,4.58,-54.38,20,25.0,0.08
双均线金叉/唐奇安突破,跌破均线/移动止盈/唐奇安下轨/双均线死叉,70.9,5.15,-11.58,68,51.47,0.44
双均线金叉/唐奇安突破,跌破均线&移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉/唐奇安突破,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,49.75,3.86,-15.56,67,50.75,0.25
双均线金叉/唐奇安突破,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉/唐奇安突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,60.61,4.54,-11.58,68,51.47,0.39
双均线金叉/唐奇安突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉&唐奇安突破,跌破均线,5.27,0.48,-26.69,28,39.29,0.02
双均线金叉&唐奇安突破,吊灯ATR,-16.33,-1.66,-29.08,23,17.39,-0.06
双均线金叉&唐奇安突破,移动止盈,-23.36,-2.46,-43.93,12,25.0,-0.06
双均线金叉&唐奇安突破,唐奇安下轨,-0.45,-0.04,-28.26,23,26.09,-0.0
双均线金叉&唐奇安突破,双均线死叉,8.61,0.78,-41.16,8,37.5,0.02
双均线金叉&唐奇安突破,跌破均线/吊灯ATR,-1.31,-0.12,-26.34,29,37.93,-0.0
双均线金叉&唐奇安突破,跌破均线&吊灯ATR,-10.75,-1.06,-29.3,22,18.18,-0.04
双均线金叉&唐奇安突破,跌破均线/移动止盈,5.27,0.48,-26.69,28,39.29,0.02
双均线金叉&唐奇安突破,跌破均线&移动止盈,-23.36,-2.46,-43.93,12,25.0,-0.06
双均线金叉&唐奇安突破,跌破均线/唐奇安下轨,5.27,0.48,-26.69,28,39.29,0.02
双均线金叉&唐奇安突破,跌破均线&唐奇安下轨,-0.45,-0.04,-28.26,23,26.09,-0.0
双均线金叉&唐奇安突破,跌破均线/双均线死叉,5.27,0.48,-26.69,28,39.29,0.02
双均线金叉&唐奇安突破,跌破均线&双均线死叉,12.69,1.13,-38.28,7,42.86,0.03
双均线金叉&唐奇安突破,吊灯ATR/移动止盈,-16.33,-1.66,-29.08,23,17.39,-0.06
双均线金叉&唐奇安突破,吊灯ATR&移动止盈,-23.36,-2.46,-43.93,12,25.0,-0.06
双均线金叉&唐奇安突破,吊灯ATR/唐奇安下轨,-14.24,-1.43,-33.23,27,25.93,-0.04
双均线金叉&唐奇安突破,吊灯ATR&唐奇安下轨,-2.88,-0.27,-27.93,19,21.05,-0.01
双均线金叉&唐奇安突破,吊灯ATR/双均线死叉,-18.42,-1.89,-32.37,24,16.67,-0.06
双均线金叉&唐奇安突破,吊灯ATR&双均线死叉,8.61,0.78,-41.16,8,37.5,0.02
双均线金叉&唐奇安突破,移动止盈/唐奇安下轨,-0.45,-0.04,-28.26,23,26.09,-0.0
双均线金叉&唐奇安突破,移动止盈&唐奇安下轨,-23.08,-2.43,-43.73,12,25.0,-0.06
双均线金叉&唐奇安突破,移动止盈/双均线死叉,-31.37,-3.47,-46.03,15,20.0,-0.08
双均线金叉&唐奇安突破,移动止盈&双均线死叉,7.16,0.65,-40.34,7,28.57,0.02
双均线金叉&唐奇安突破,唐奇安下轨/双均线死叉,-0.45,-0.04,-28.26,23,26.09,-0.0
双均线金叉&唐奇安突破,唐奇安下轨&双均线死叉,15.41,1.35,-37.14,6,33.33,0.04
双均线金叉&唐奇安突破,跌破均线/吊灯ATR/移动止盈,-1.31,-0.12,-26.34,29,37.93,-0.0
双均线金叉&唐奇安突破,跌破均线&吊灯ATR&移动止盈,-23.36,-2.46,-43.93,12,25.0,-0.06
双均线金叉&唐奇安突破,跌破均线/吊灯ATR/唐奇安下轨,-1.31,-0.12,-26.34,29,37.93,-0.0
双均线金叉&唐奇安突破,跌破均线&吊灯ATR&唐奇安下轨,-2.88,-0.27,-27.93,19,21.05,-0.01
双均线金叉&唐奇安突破,跌破均线/吊灯ATR/双均线死叉,-1.31,-0.12,-26.34,29,37.93,-0.0
双均线金叉&唐奇安突破,跌破均线&吊灯ATR&双均线死叉,12.69,1.13,-38.28,7,42.86,0.03
双均线金叉&唐奇安突破,跌破均线/移动止盈/唐奇安下轨,5.27,0.48,-26.69,28,39.29,0.02
双均线金叉&唐奇安突破,跌破均线&移动止盈&唐奇安下轨,-23.08,-2.43,-43.73,12,25.0,-0.06
双均线金叉&唐奇安突破,跌破均线/移动止盈/双均线死叉,5.27,0.48,-26.69,28,39.29,0.02
双均线金叉&唐奇安突破,跌破均线&移动止盈&双均线死叉,4.96,0.45,-40.91,7,28.57,0.01
双均线金叉&唐奇安突破,跌破均线/唐奇安下轨/双均线死叉,5.27,0.48,-26.69,28,39.29,0.02
双均线金叉&唐奇安突破,跌破均线&唐奇安下轨&双均线死叉,15.41,1.35,-37.14,6,33.33,0.04
双均线金叉&唐奇安突破,吊灯ATR/移动止盈/唐奇安下轨,-14.24,-1.43,-33.23,27,25.93,-0.04
双均线金叉&唐奇安突破,吊灯ATR&移动止盈&唐奇安下轨,-23.08,-2.43,-43.73,12,25.0,-0.06
双均线金叉&唐奇安突破,吊灯ATR/移动止盈/双均线死叉,-18.42,-1.89,-32.37,24,16.67,-0.06
双均线金叉&唐奇安突破,吊灯ATR&移动止盈&双均线死叉,7.16,0.65,-40.34,7,28.57,0.02
双均线金叉&唐奇安突破,吊灯ATR/唐奇安下轨/双均线死叉,-14.24,-1.43,-33.23,27,25.93,-0.04
双均线金叉&唐奇安突破,吊灯ATR&唐奇安下轨&双均线死叉,15.41,1.35,-37.14,6,33.33,0.04
双均线金叉&唐奇安突破,移动止盈/唐奇安下轨/双均线死叉,-0.45,-0.04,-28.26,23,26.09,-0.0
双均线金叉&唐奇安突破,移动止盈&唐奇安下轨&双均线死叉,7.1,0.64,-38.62,6,33.33,0.02
双均线金叉&唐奇安突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,-1.31,-0.12,-26.34,29,37.93,-0.0
双均线金叉&唐奇安突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,-23.08,-2.43,-43.73,12,25.0,-0.06
双均线金叉&唐奇安突破,跌破均线/吊灯ATR/移动止盈/双均线死叉,-1.31,-0.12,-26.34,29,37.93,-0.0
双均线金叉&唐奇安突破,跌破均线&吊灯ATR&移动止盈&双均线死叉,4.96,0.45,-40.91,7,28.57,0.01
双均线金叉&唐奇安突破,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,-1.31,-0.12,-26.34,29,37.93,-0.0
双均线金叉&唐奇安突破,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,15.41,1.35,-37.14,6,33.33,0.04
双均线金叉&唐奇安突破,跌破均线/移动止盈/唐奇安下轨/双均线死叉,5.27,0.48,-26.69,28,39.29,0.02
双均线金叉&唐奇安突破,跌破均线&移动止盈&唐奇安下轨&双均线死叉,7.1,0.64,-38.62,6,33.33,0.02
双均线金叉&唐奇安突破,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-14.24,-1.43,-33.23,27,25.93,-0.04
双均线金叉&唐奇安突破,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,7.1,0.64,-38.62,6,33.33,0.02
双均线金叉&唐奇安突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-1.31,-0.12,-26.34,29,37.93,-0.0
双均线金叉&唐奇安突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,7.1,0.64,-38.62,6,33.33,0.02
双均线金叉/均线多头排列,跌破均线,-0.89,-0.08,-29.67,26,26.92,-0.0
双均线金叉/均线多头排列,吊灯ATR,-20.93,-2.18,-37.5,23,26.09,-0.06
双均线金叉/均线多头排列,移动止盈,-34.03,-3.82,-52.33,13,15.38,-0.07
双均线金叉/均线多头排列,唐奇安下轨,-19.43,-2.0,-41.7,24,20.83,-0.05
双均线金叉/均线多头排列,双均线死叉,-34.46,-3.88,-53.78,50,44.0,-0.07
双均线金叉/均线多头排列,跌破均线/吊灯ATR,-7.08,-0.69,-27.88,27,25.93,-0.02
双均线金叉/均线多头排列,跌破均线&吊灯ATR,-16.37,-1.66,-40.65,22,27.27,-0.04
双均线金叉/均线多头排列,跌破均线/移动止盈,-5.78,-0.56,-29.42,27,25.93,-0.02
双均线金叉/均线多头排列,跌破均线&移动止盈,-28.92,-3.15,-50.81,12,16.67,-0.06
双均线金叉/均线多头排列,跌破均线/唐奇安下轨,-0.89,-0.08,-29.67,26,26.92,-0.0
双均线金叉/均线多头排列,跌破均线&唐奇安下轨,-19.43,-2.0,-41.7,24,20.83,-0.05
双均线金叉/均线多头排列,跌破均线/双均线死叉,9.24,0.83,-15.51,52,48.08,0.05
双均线金叉/均线多头排列,跌破均线&双均线死叉,-8.27,-0.81,-50.12,23,21.74,-0.02
双均线金叉/均线多头排列,吊灯ATR/移动止盈,-20.93,-2.18,-37.5,23,26.09,-0.06
双均线金叉/均线多头排列,吊灯ATR&移动止盈,-34.03,-3.82,-52.33,13,15.38,-0.07
双均线金叉/均线多头排列,吊灯ATR/唐奇安下轨,-22.32,-2.34,-38.6,25,20.0,-0.06
双均线金叉/均线多头排列,吊灯ATR&唐奇安下轨,-23.81,-2.52,-44.87,22,22.73,-0.06
双均线金叉/均线多头排列,吊灯ATR/双均线死叉,-0.9,-0.08,-16.86,51,49.02,-0.0
双均线金叉/均线多头排列,吊灯ATR&双均线死叉,-15.74,-1.59,-48.66,22,22.73,-0.03
双均线金叉/均线多头排列,移动止盈/唐奇安下轨,-23.4,-2.47,-41.65,25,20.0,-0.06
双均线金叉/均线多头排列,移动止盈&唐奇安下轨,-30.61,-3.37,-50.81,12,16.67,-0.07
双均线金叉/均线多头排列,移动止盈/双均线死叉,-19.39,-2.0,-38.1,51,43.14,-0.05
双均线金叉/均线多头排列,移动止盈&双均线死叉,-8.51,-0.83,-52.28,12,16.67,-0.02
双均线金叉/均线多头排列,唐奇安下轨/双均线死叉,-7.84,-0.76,-25.39,52,44.23,-0.03
双均线金叉/均线多头排列,唐奇安下轨&双均线死叉,-13.27,-1.33,-49.32,19,21.05,-0.03
双均线金叉/均线多头排列,跌破均线/吊灯ATR/移动止盈,-7.08,-0.69,-27.88,27,25.93,-0.02
双均线金叉/均线多头排列,跌破均线&吊灯ATR&移动止盈,-28.92,-3.15,-50.81,12,16.67,-0.06
双均线金叉/均线多头排列,跌破均线/吊灯ATR/唐奇安下轨,-7.08,-0.69,-27.88,27,25.93,-0.02
双均线金叉/均线多头排列,跌破均线&吊灯ATR&唐奇安下轨,-23.81,-2.52,-44.87,22,22.73,-0.06
双均线金叉/均线多头排列,跌破均线/吊灯ATR/双均线死叉,2.67,0.25,-15.51,52,48.08,0.02
双均线金叉/均线多头排列,跌破均线&吊灯ATR&双均线死叉,-22.67,-2.38,-53.21,20,25.0,-0.04
双均线金叉/均线多头排列,跌破均线/移动止盈/唐奇安下轨,-5.78,-0.56,-29.42,27,25.93,-0.02
双均线金叉/均线多头排列,跌破均线&移动止盈&唐奇安下轨,-30.61,-3.37,-50.81,12,16.67,-0.07
双均线金叉/均线多头排列,跌破均线/移动止盈/双均线死叉,9.24,0.83,-15.51,52,48.08,0.05
双均线金叉/均线多头排列,跌破均线&移动止盈&双均线死叉,-15.32,-1.55,-50.72,11,18.18,-0.03
双均线金叉/均线多头排列,跌破均线/唐奇安下轨/双均线死叉,9.24,0.83,-15.51,52,48.08,0.05
双均线金叉/均线多头排列,跌破均线&唐奇安下轨&双均线死叉,-13.27,-1.33,-49.32,19,21.05,-0.03
双均线金叉/均线多头排列,吊灯ATR/移动止盈/唐奇安下轨,-22.32,-2.34,-38.6,25,20.0,-0.06
双均线金叉/均线多头排列,吊灯ATR&移动止盈&唐奇安下轨,-30.61,-3.37,-50.81,12,16.67,-0.07
双均线金叉/均线多头排列,吊灯ATR/移动止盈/双均线死叉,-0.9,-0.08,-16.86,51,49.02,-0.0
双均线金叉/均线多头排列,吊灯ATR&移动止盈&双均线死叉,-8.51,-0.83,-52.28,12,16.67,-0.02
双均线金叉/均线多头排列,吊灯ATR/唐奇安下轨/双均线死叉,-10.93,-1.08,-25.28,52,46.15,-0.04
双均线金叉/均线多头排列,吊灯ATR&唐奇安下轨&双均线死叉,-24.2,-2.56,-51.13,18,16.67,-0.05
双均线金叉/均线多头排列,移动止盈/唐奇安下轨/双均线死叉,-7.84,-0.76,-25.39,52,44.23,-0.03
双均线金叉/均线多头排列,移动止盈&唐奇安下轨&双均线死叉,-14.86,-1.5,-49.9,10,20.0,-0.03
双均线金叉/均线多头排列,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,-7.08,-0.69,-27.88,27,25.93,-0.02
双均线金叉/均线多头排列,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,-30.61,-3.37,-50.81,12,16.67,-0.07
双均线金叉/均线多头排列,跌破均线/吊灯ATR/移动止盈/双均线死叉,2.67,0.25,-15.51,52,48.08,0.02
双均线金叉/均线多头排列,跌破均线&吊灯ATR&移动止盈&双均线死叉,-15.32,-1.55,-50.72,11,18.18,-0.03
双均线金叉/均线多头排列,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,2.67,0.25,-15.51,52,48.08,0.02
双均线金叉/均线多头排列,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,-24.2,-2.56,-51.13,18,16.67,-0.05
双均线金叉/均线多头排列,跌破均线/移动止盈/唐奇安下轨/双均线死叉,9.24,0.83,-15.51,52,48.08,0.05
双均线金叉/均线多头排列,跌破均线&移动止盈&唐奇安下轨&双均线死叉,-14.86,-1.5,-49.9,10,20.0,-0.03
双均线金叉/均线多头排列,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-10.93,-1.08,-25.28,52,46.15,-0.04
双均线金叉/均线多头排列,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,-14.86,-1.5,-49.9,10,20.0,-0.03
双均线金叉/均线多头排列,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,2.67,0.25,-15.51,52,48.08,0.02
双均线金叉/均线多头排列,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,-14.86,-1.5,-49.9,10,20.0,-0.03
双均线金叉&均线多头排列,跌破均线,-10.46,-1.03,-31.08,30,20.0,-0.03
双均线金叉&均线多头排列,吊灯ATR,-26.03,-2.79,-40.04,22,27.27,-0.07
双均线金叉&均线多头排列,移动止盈,-19.02,-1.96,-37.42,10,30.0,-0.05
双均线金叉&均线多头排列,唐奇安下轨,9.02,0.81,-26.84,18,38.89,0.03
双均线金叉&均线多头排列,双均线死叉,27.27,2.29,-34.62,7,42.86,0.07
双均线金叉&均线多头排列,跌破均线/吊灯ATR,-13.47,-1.35,-30.75,31,22.58,-0.04
双均线金叉&均线多头排列,跌破均线&吊灯ATR,-23.46,-2.48,-40.32,21,23.81,-0.06
双均线金叉&均线多头排列,跌破均线/移动止盈,-10.46,-1.03,-31.08,30,20.0,-0.03
双均线金叉&均线多头排列,跌破均线&移动止盈,-19.02,-1.96,-37.42,10,30.0,-0.05
双均线金叉&均线多头排列,跌破均线/唐奇安下轨,-10.46,-1.03,-31.08,30,20.0,-0.03
双均线金叉&均线多头排列,跌破均线&唐奇安下轨,9.02,0.81,-26.84,18,38.89,0.03
双均线金叉&均线多头排列,跌破均线/双均线死叉,-10.46,-1.03,-31.08,30,20.0,-0.03
双均线金叉&均线多头排列,跌破均线&双均线死叉,31.14,2.57,-31.89,6,50.0,0.08
双均线金叉&均线多头排列,吊灯ATR/移动止盈,-26.03,-2.79,-40.04,22,27.27,-0.07
双均线金叉&均线多头排列,吊灯ATR&移动止盈,-19.02,-1.96,-37.42,10,30.0,-0.05
双均线金叉&均线多头排列,吊灯ATR/唐奇安下轨,-10.91,-1.08,-31.33,24,33.33,-0.03
双均线金叉&均线多头排列,吊灯ATR&唐奇安下轨,-1.25,-0.12,-31.74,16,31.25,-0.0
双均线金叉&均线多头排列,吊灯ATR/双均线死叉,-26.03,-2.79,-40.04,22,27.27,-0.07
双均线金叉&均线多头排列,吊灯ATR&双均线死叉,27.27,2.29,-34.62,7,42.86,0.07
双均线金叉&均线多头排列,移动止盈/唐奇安下轨,9.02,0.81,-26.84,18,38.89,0.03
双均线金叉&均线多头排列,移动止盈&唐奇安下轨,-19.02,-1.96,-37.42,10,30.0,-0.05
双均线金叉&均线多头排列,移动止盈/双均线死叉,-22.29,-2.34,-39.95,11,27.27,-0.06
双均线金叉&均线多头排列,移动止盈&双均线死叉,29.05,2.42,-31.87,6,33.33,0.08
双均线金叉&均线多头排列,唐奇安下轨/双均线死叉,9.02,0.81,-26.84,18,38.89,0.03
双均线金叉&均线多头排列,唐奇安下轨&双均线死叉,34.3,2.8,-30.64,5,40.0,0.09
双均线金叉&均线多头排列,跌破均线/吊灯ATR/移动止盈,-13.47,-1.35,-30.75,31,22.58,-0.04
双均线金叉&均线多头排列,跌破均线&吊灯ATR&移动止盈,-19.02,-1.96,-37.42,10,30.0,-0.05
双均线金叉&均线多头排列,跌破均线/吊灯ATR/唐奇安下轨,-13.47,-1.35,-30.75,31,22.58,-0.04
双均线金叉&均线多头排列,跌破均线&吊灯ATR&唐奇安下轨,-1.25,-0.12,-31.74,16,31.25,-0.0
双均线金叉&均线多头排列,跌破均线/吊灯ATR/双均线死叉,-13.47,-1.35,-30.75,31,22.58,-0.04
双均线金叉&均线多头排列,跌破均线&吊灯ATR&双均线死叉,31.14,2.57,-31.89,6,50.0,0.08
双均线金叉&均线多头排列,跌破均线/移动止盈/唐奇安下轨,-10.46,-1.03,-31.08,30,20.0,-0.03
双均线金叉&均线多头排列,跌破均线&移动止盈&唐奇安下轨,-19.02,-1.96,-37.42,10,30.0,-0.05
双均线金叉&均线多头排列,跌破均线/移动止盈/双均线死叉,-10.46,-1.03,-31.08,30,20.0,-0.03
双均线金叉&均线多头排列,跌破均线&移动止盈&双均线死叉,25.53,2.15,-32.99,6,33.33,0.07
双均线金叉&均线多头排列,跌破均线/唐奇安下轨/双均线死叉,-10.46,-1.03,-31.08,30,20.0,-0.03
双均线金叉&均线多头排列,跌破均线&唐奇安下轨&双均线死叉,34.3,2.8,-30.64,5,40.0,0.09
双均线金叉&均线多头排列,吊灯ATR/移动止盈/唐奇安下轨,-10.91,-1.08,-31.33,24,33.33,-0.03
